10,1,1,2,29,29,29,3,38,3,3,3,3,3,3,3,38,57
3,3,3,3,3,3,3,38,3,3,3,3,3,3,3,3,30,30,30
3,38,59,3,3,3,3,47,3,3,3,3,30,3,3,3,57
30,59,3,3,47,3,3,38,3,3,3,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,59,3,38,3,3,38,38,2,38,3,38,1,3,3,38,3,3,38,1,3,3,3
38,3,3,3,3,38,4,26,26
3,3,3
3,38,59,38,3,3,38,3,3,3,3,38,3,3,3,3,3,3,38,3,3,3,3,3,3
3,3,3,38,3,3,2,3,3,3,3,3,3,3,3
23,57
3,3,3,59,3,38,3,3,3,3,38,3,38,38,1,30,3,3,3,3,3,3,3,3,3,3
38,59,38,38,38,38,38,3,3,3,3,3,3,3,3,3,3,3,3,23
3,3,3,59,38,3,3,3,3,3,3,3,3,3,3
3,59,38,3,3,20,20,20,20,38,3,3,3,20,20,3,3,20,20,3,3,20,20,20,20,20,20,38,20,20,38,2,38,3,3,3,3,3,3,3,3,38,59
57,57
59,3,3,3,3,3,3,3,20,20,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,38,38,1,3,3,3,3,3,3,3,3
3,3,59,59,59,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,38,3,3,3,3,30,3,3,30,3,3,3,3,3
57
3
3,3,3,38,59,3,3,3,3,20,20,20,20,20,20,3,3,3,38,38,23,48,3,3,3,49,57,48,57,48,3,3,49,57,49,48,48,3,3,49,49,57,57,48,48,3,3,3,20,20,20,3,3,20,20,49,49,57,48,48,20,20,3,3,20,20,20,20,3,3,3,3
3,3,59,3,20,20,3,20,20,3,3,3,20,20,59
3,3,3,3,3,3,3,3,3,3
3,59,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,59,3,3,3,3,3,3
3,38,38,1,3,3,3
10,3,3,3,3,23
3,38,3,59,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
